Verse,Text,Stage
2 Chr 29:33,וְהַקֳּדָשִׁים בָּקָר שֵׁשׁ מֵאוֺת וְצֹאן שְׁלֹשֶׁת אֲלָפִים,LBH
2 Chr 29:34,רַק הַכֹּהֲנִים הָיוּ לִמְעָט וְלֹא יָכְלוּ לְהַפְשִׁיט אֶת־כָּל־הָעֹלוֺת וַיְּחַזְּקוּם אֲחֵיהֶם הַלְוִיִּם עַד־כְּלוֺת הַמְּלָאכָה וְעַד יִתְקַדְּשׁוּ הַכֹּהֲנִים כִּי הַלְוִיִּם יִשְׁרֵי לֵבָב לְהִתְקַדֵּשׁ מֵהַכֹּהֲנִים,LBH
2 Chr 29:35,וְגַם־עֹלָה לָרֹב בְּחֶלְבֵי הַשְּׁלָמִים וּבַנְּסָכִים לָעֹלָה וַתִּכּוֺן עֲבוֺדַת בֵּית־יְהוָה,LBH
2 Chr 29:36,וַיִּשְׂמַח יְחִזְקִיָּהוּ וְכָל־הָעָם עַל הַהֵכִין הָאֱלֹהִים לָעָם כִּי בְּפִתְאֹם הָיָה הַדָּבָר,LBH
2 Chr 30:1,וַיִּשְׁלַח יְחִזְקִיָּהוּ עַל־כָּל־יִשְׂרָאֵל וִיהוּדָה וְגַם־אִגְּרוֺת כָּתַב עַל־אֶפְרַיִם וּמְנַשֶּׁה לָבוֺא לְבֵית־יְהוָה בִּירוּשָׁלִָם לַעֲשׂוֺת פֶּסַח לַיהוָה אֱלֹהֵי יִשְׂרָאֵל,LBH
2 Chr 30:2,וַיִּוָּעַץ הַמֶּלֶךְ וְשָׂרָיו וְכָל־הַקָּהָל בִּירוּשָׁלִָם לַעֲשׂוֺת הַפֶּסַח בַּחֹדֶשׁ הַשֵּׁנִי,LBH
2 Chr 30:3,כִּי לֹא יָכְלוּ לַעֲשֹׂתוֺ בָּעֵת הַהִיא כִּי הַכֹּהֲנִים לֹא־הִתְקַדְּשׁוּ לְמַדַּי וְהָעָם לֹא־נֶאֶסְפוּ לִירוּשָׁלִָם,LBH
2 Chr 30:4,וַיִּישַׁר הַדָּבָר בְּעֵינֵי הַמֶּלֶךְ וּבְעֵינֵי כָּל־הַקָּהָל,LBH
2 Chr 30:5,וַיַּעֲמִידוּ דָבָר לְהַעֲבִיר קוֺל בְּכָל־יִשְׂרָאֵל מִבְּאֵר־שֶׁבַע וְעַד־דָּן לָבוֺא לַעֲשׂוֺת פֶּסַח לַיהוָה אֱלֹהֵי־יִשְׂרָאֵל בִּירוּשָׁלִָם כִּי לֹא לָרֹב עָשׂוּ כַּכָּתוּב,LBH
2 Chr 30:6,וַיֵּלְכוּ הָרָצִים בָּאִגְּרוֺת מִיַּד הַמֶּלֶךְ וְשָׂרָיו בְּכָל־יִשְׂרָאֵל וִיהוּדָה וּכְמִצְוַת הַמֶּלֶךְ לֵאמֹר בְּנֵי יִשְׂרָאֵל שׁוּבוּ אֶל־יְהוָה אֱלֹהֵי אַבְרָהָם יִצְחָק וְיִשְׂרָאֵל וְיָשֹׁב אֶל־הַפְּלֵיטָה הַנִּשְׁאֶרֶת לָכֶם מִכַּף מַלְכֵי אַשּׁוּר,LBH
2 Chr 30:7,וְאַל־תִּהְיוּ כַּאֲבוֺתֵיכֶם וְכַאֲחֵיכֶם אֲשֶׁר מָעֲלוּ בַּיהוָה אֱלֹהֵי אֲבוֺתֵיהֶם וַיִּתְּנֵם לְשַׁמָּה כַּאֲשֶׁר אַתֶּם רֹאִים,LBH
2 Chr 30:8,עַתָּה אַל־תַּקְשׁוּ עָרְפְּכֶם כַּאֲבוֺתֵיכֶם תְּנוּ־יָד לַיהוָה וּבֹאוּ לְמִקְדָּשׁוֺ אֲשֶׁר הִקְדִּישׁ לְעוֺלָם וְעִבְדוּ אֶת־יְהוָה אֱלֹהֵיכֶם וְיָשֹׁב מִכֶּם חֲרוֺן אַפּוֺ,LBH
2 Chr 30:9,כִּי בְשׁוּבְכֶם עַל־יְהוָה אֲחֵיכֶם וּבְנֵיכֶם לְרַחֲמִים לִפְנֵי שׁוֺבֵיהֶם וְלָשׁוּב לָאָרֶץ הַזֹּאת כִּי־חַנּוּן וְרַחוּם יְהוָה אֱלֹהֵיכֶם וְלֹא־יָסִיר פָּנִים מִכֶּם אִם־תָּשׁוּבוּ אֵלָיו,LBH
2 Chr 30:10,וַיִּהְיוּ הָרָצִים עֹבְרִים מֵעִיר לָעִיר בְּאֶרֶץ־אֶפְרַיִם וּמְנַשֶּׁה וְעַד־זְבֻלוּן וַיִּהְיוּ מַשְׂחִיקִים עֲלֵיהֶם וּמַלְעִגִים בָּם,LBH
2 Chr 30:11,אַךְ־אֲנָשִׁים מֵאָשֵׁר וּמְנַשֶּׁה וּמִזְּבֻלוּן נִכְנְעוּ וַיָּבֹאוּ לִירוּשָׁלִָם,LBH
2 Chr 30:12,גַּם בִּיהוּדָה הָיְתָה יַד הָאֱלֹהִים לָתֵת לָהֶם לֵב אֶחָד לַעֲשׂוֺת מִצְוַת הַמֶּלֶךְ וְהַשָּׂרִים בִּדְבַר יְהוָה,LBH
2 Chr 30:13,וַיֵּאָסְפוּ יְרוּשָׁלִַם עַם־רָב לַעֲשׂוֺת אֶת־חַג הַמַּצּוֺת בַּחֹדֶשׁ הַשֵּׁנִי קָהָל לָרֹב מְאֹד,LBH
2 Chr 30:14,וַיָּקֻמוּ וַיָּסִירוּ אֶת־הַמִּזְבְּחוֺת אֲשֶׁר בִּירוּשָׁלִָם וְאֵת כָּל־הַמְקַטְּרוֺת הֵסִירוּ וַיַּשְׁלִיכוּ לְנַחַל קִדְרוֺן,LBH
2 Chr 30:15,וַיִּשְׁחֲטוּ הַפֶּסַח בְּאַרְבָּעָה עָשָׂר לַחֹדֶשׁ הַשֵּׁנִי וְהַכֹּהֲנִים וְהַלְוִיִּם נִכְלְמוּ וַיִּתְקַדְּשׁוּ וַיָּבִיאוּ עֹלוֺת בֵּית יְהוָה,LBH
2 Chr 30:16,וַיַּעַמְדוּ עַל־עָמְדָם כְּמִשְׁפָּטָם כְּתוֺרַת מֹשֶׁה אִישׁ־הָאֱלֹהִים הַכֹּהֲנִים זֹרְקִים אֶת־הַדָּם מִיַּד הַלְוִיִּם,LBH
2 Chr 30:17,כִּי־רַבַּת בַּקָּהָל אֲשֶׁר לֹא־הִתְקַדָּשׁוּ וְהַלְוִיִּם עַל־שְׁחִיטַת הַפְּסָחִים לְכֹל לֹא טָהוֺר לְהַקְדִּישׁ לַיהוָה,LBH
2 Chr 30:18,כִּי מַרְבִּית הָעָם רַבַּת מֵאֶפְרַיִם וּמְנַשֶּׁה יִשָּׂשכָר וּזְבֻלוּן לֹא הִטֶּהָרוּ כִּי־אָכְלוּ אֶת־הַפֶּסַח בְּלֹא כַכָּתוּב כִּי הִתְפַּלֵּל יְחִזְקִיָּהוּ עֲלֵיהֶם לֵאמֹר יְהוָה הַטּוֺב יְכַפֵּר בְּעַד,LBH
2 Chr 30:19,כָּל־לְבָבוֺ הֵכִין לִדְרוֺשׁ הָאֱלֹהִים יְהוָה אֱלֹהֵי אֲבוֺתָיו וְלֹא כְּטָהֳרַת הַקֹּדֶשׁ,LBH
2 Chr 30:20,וַיִּשְׁמַע יְהוָה אֶל־יְחִזְקִיָּהוּ וַיִּרְפָּא אֶת־הָעָם,LBH
2 Chr 30:21,וַיַּעֲשׂוּ בְנֵי־יִשְׂרָאֵל הַנִּמְצְאִים בִּירוּשָׁלִַם אֶת־חַג הַמַּצּוֺת שִׁבְעַת יָמִים בְּשִׂמְחָה גְדוֺלָה וּמְהַלְלִים לַיהוָה יוֺם בְּיוֺם הַלְוִיִּם וְהַכֹּהֲנִים בִּכְלֵי־עֹז לַיהוָה,LBH
2 Chr 30:22,וַיְדַבֵּר יְחִזְקִיָּהוּ עַל־לֵב כָּל־הַלְוִיִּם הַמַּשְׂכִּילִים שֵׂכֶל־טוֺב לַיהוָה וַיֹּאכְלוּ אֶת־הַמּוֺעֵד שִׁבְעַת הַיָּמִים מְזַבְּחִים זִבְחֵי שְׁלָמִים וּמִתְוַדִּים לַיהוָה אֱלֹהֵי אֲבוֺתֵיהֶם,LBH
2 Chr 30:23,וַיִּוָּעֲצוּ כָּל־הַקָּהָל לַעֲשׂוֺת שִׁבְעַת יָמִים אֲחֵרִים וַיַּעֲשׂוּ שִׁבְעַת־יָמִים שִׂמְחָה,LBH
2 Chr 30:24,כִּי חִזְקִיָּהוּ מֶלֶךְ־יְהוּדָה הֵרִים לַקָּהָל אֶלֶף פָּרִים וְשִׁבְעַת אֲלָפִים צֹאן וְהַשָּׂרִים הֵרִימוּ לַקָּהָל פָּרִים אֶלֶף וְצֹאן עֲשֶׂרֶת אֲלָפִים וַיִּתְקַדְּשׁוּ כֹהֲנִים לָרֹב,LBH
2 Chr 30:25,וַיִּשְׂמְחוּ כָּל־קְהַל יְהוּדָה וְהַכֹּהֲנִים וְהַלְוִיִּם וְכָל־הַקָּהָל הַבָּאִים מִיִּשְׂרָאֵל וְהַגֵּרִים הַבָּאִים מֵאֶרֶץ יִשְׂרָאֵל וְהַיּוֺשְׁבִים בִּיהוּדָה,LBH
2 Chr 30:26,וַתְּהִי שִׂמְחָה־גְדוֺלָה בִּירוּשָׁלִָם כִּי מִימֵי שְׁלֹמֹה בֶן־דָּוִיד מֶלֶךְ יִשְׂרָאֵל לֹא כָזֹאת בִּירוּשָׁלִָם,LBH
2 Chr 30:27,וַיָּקֻמוּ הַכֹּהֲנִים הַלְוִיִּם וַיְבָרֲכוּ אֶת־הָעָם וַיִּשָּׁמַע בְּקוֺלָם וַתָּבוֺא תְפִלָּתָם לִמְעוֺן קָדְשׁוֺ לַשָּׁמָיִם,LBH
2 Chr 31:1,וּכְכַלּוֺת כָּל־זֹאת יָצְאוּ כָל־יִשְׂרָאֵל הַנִּמְצְאִים לְעָרֵי יְהוּדָה וַיְשַׁבְּרוּ הַמַּצֵּבוֺת וַיְגַדְּעוּ הָאֲשֵׁרִים וַיְנַתְּצוּ אֶת־הַבָּמוֺת וְאֶת־הַמִּזְבְּחֹת מִכָּל־יְהוּדָה וּבִנְיָמִן וּבְאֶפְרַיִם וּמְנַשֶּׁה עַד־לְכַלֵּה וַיָּשׁוּבוּ כָּל־בְּנֵי יִשְׂרָאֵל אִישׁ לַאֲחֻזָּתוֺ לְעָרֵיהֶם,LBH
2 Chr 31:2,וַיַּעֲמֵד יְחִזְקִיָּהוּ אֶת־מַחְלְקוֺת הַכֹּהֲנִים וְהַלְוִיִּם עַל־מַחְלְקוֺתָם אִישׁ כְּפִי עֲבֹדָתוֺ לַכֹּהֲנִים וְלַלְוִיִּם לְעֹלָה וְלִשְׁלָמִים לְשָׁרֵת וּלְהֹדוֺת וּלְהַלֵּל בְּשַׁעֲרֵי מַחֲנוֺת יְהוָה,LBH
2 Chr 31:3,וּמְנָת הַמֶּלֶךְ מִן־רְכוּשׁוֺ לָעֹלוֺת לְעֹלוֺת הַבֹּקֶר וְהָעֶרֶב וְהָעֹלוֺת לַשַּׁבָּתוֺת וְלֶחֳדָשִׁים וְלַמֹּעֲדִים כַּכָּתוּב בְּתוֺרַת יְהוָה,LBH
2 Chr 31:4,וַיֹּאמֶר לָעָם לְיוֺשְׁבֵי יְרוּשָׁלִַם לָתֵת מְנָת הַכֹּהֲנִים וְהַלְוִיִּם לְמַעַן יֶחֶזְקוּ בְּתוֺרַת יְהוָה,LBH
2 Chr 31:5,וְכִפְרֹץ הַדָּבָר הִרְבּוּ בְנֵי־יִשְׂרָאֵל רֵאשִׁית דָּגָן תִּירוֺשׁ וְיִצְהָר וּדְבַשׁ וְכֹל תְּבוּאַת שָׂדֶה וּמַעְשַׂר הַכֹּל לָרֹב הֵבִיאוּ,LBH
2 Chr 31:6,וּבְנֵי יִשְׂרָאֵל וִיהוּדָה הַיּוֺשְׁבִים בְּעָרֵי יְהוּדָה גַּם־הֵם מַעְשַׂר בָּקָר וָצֹאן וּמַעְשַׂר קָדָשִׁים הַמְקֻדָּשִׁים לַיהוָה אֱלֹהֵיהֶם הֵבִיאוּ וַיִּתְּנוּ עֲרֵמוֺת עֲרֵמוֺת,LBH
2 Chr 31:7,בַּחֹדֶשׁ הַשְּׁלִשִׁי הֵחֵלּוּ הָעֲרֵמוֺת לְיִסּוֺד וּבַחֹדֶשׁ הַשְּׁבִיעִי כִּלּוּ,LBH
2 Chr 31:8,וַיָּבֹאוּ יְחִזְקִיָּהוּ וְהַשָּׂרִים וַיִּרְאוּ אֶת־הָעֲרֵמוֺת וַיְבָרֲכוּ אֶת־יְהוָה וְאֵת עַמּוֺ יִשְׂרָאֵל,LBH
2 Chr 31:9,וַיִּדְרֹשׁ יְחִזְקִיָּהוּ עַל־הַכֹּהֲנִים וְהַלְוִיִּם עַל־הָעֲרֵמוֺת,LBH
2 Chr 31:10,וַיֹּאמֶר אֵלָיו עֲזַרְיָהוּ הַכֹּהֵן הָרֹאשׁ לְבֵית צָדוֺק וַיֹּאמֶר מֵהָחֵל הַתְּרוּמָה לָבִיא בֵית־יְהוָה אָכוֺל וְשָׂבוֺעַ וְהוֺתֵר עַד־לָרוֺב כִּי יְהוָה בֵּרַךְ אֶת־עַמּוֺ וְהַנּוֺתָר אֶת־הֶהָמוֺן הַזֶּה,LBH
2 Chr 31:11,וַיֹּאמֶר יְחִזְקִיָּהוּ לְהָכִין לְשָׁכוֺת בְּבֵית יְהוָה וַיָּכִינוּ,LBH
2 Chr 31:12,וַיָּבִיאוּ אֶת־הַתְּרוּמָה וְהַמַּעֲשֵׂר וְהַקֳּדָשִׁים בֶּאֱמוּנָה וַעֲלֵיהֶם נָגִיד כָּנַנְיָהוּ הַלֵּוִי וְשִׁמְעִי אָחִיהוּ מִשְׁנֶה,LBH
2 Chr 31:13,וִיחִיאֵל וַעֲזַזְיָהוּ וְנַחַת וַעֲשָׂהאֵל וִירִימוֺת וְיוֺזָבָד וֶאֱלִיאֵל וְיִסְמַכְיָהוּ וּמַחַת וּבְנָיָהוּ פְּקִידִים מִיַּד כָּנַנְיָהוּ וְשִׁמְעִי אָחִיו בְּמִפְקַד יְחִזְקִיָּהוּ הַמֶּלֶךְ וַעֲזַרְיָהוּ נְגִיד בֵּית־הָאֱלֹהִים,LBH
2 Chr 31:14,וְקוֺרֵא בֶן־יִמְנָה הַלֵּוִי הַשּׁוֺעֵר לַמִּזְרָחָה עַל נִדְבוֺת הָאֱלֹהִים לָתֵת תְּרוּמַת יְהוָה וְקָדְשֵׁי הַקֳּדָשִׁים,LBH
2 Chr 31:15,וְעַל־יָדוֺ עֵדֶן וּמִנְיָמִן וְיֵשׁוּעַ וּשְׁמַעְיָהוּ אֲמַרְיָהוּ וּשְׁכַנְיָהוּ בְּעָרֵי הַכֹּהֲנִים בֶּאֱמוּנָה לָתֵת לַאֲחֵיהֶם בְּמַחְלְקוֺת כַּגָּדוֺל כַּקָּטָן,LBH
2 Chr 31:16,מִלְּבַד הִתְיַחְשָׂם לִזְכָרִים מִבֶּן שָׁלוֺשׁ שָׁנִים וּלְמַעְלָה לְכָל־הַבָּא לְבֵית־יְהוָה לִדְבַר־יוֺם בְּיוֺמוֺ לַעֲבוֺדָתָם בְּמִשְׁמְרוֺתָם כְּמַחְלְקוֺתֵיהֶם,LBH
2 Chr 31:17,וְאֵת הִתְיַחֵשׂ הַכֹּהֲנִים לְבֵית אֲבוֺתֵיהֶם וְהַלְוִיִּם מִבֶּן עֶשְׂרִים שָׁנָה וּלְמָעְלָה בְּמִשְׁמְרוֺתֵיהֶם בְּמַחְלְקוֺתֵיהֶם,LBH
2 Chr 31:18,וּלְהִתְיַחֵשׂ בְּכָל־טַפָּם נְשֵׁיהֶם וּבְנֵיהֶם וּבְנוֺתֵיהֶם לְכָל־קָהָל כִּי בֶאֱמוּנָתָם יִתְקַדְּשׁוּ־קֹדֶשׁ,LBH
2 Chr 31:19,וְלִבְנֵי אַהֲרֹן הַכֹּהֲנִים בִּשְׂדֵי מִגְרַשׁ עָרֵיהֶם בְּכָל־עִיר וָעִיר אֲנָשִׁים אֲשֶׁר נִקְּבוּ בְּשֵׁמוֺת לָתֵת מָנוֺת לְכָל־זָכָר בַּכֹּהֲנִים וּלְכָל־הִתְיַחֵשׂ בַּלְוִיִּם,LBH
2 Chr 31:20,וַיַּעַשׂ כָּזֹאת יְחִזְקִיָּהוּ בְּכָל־יְהוּדָה וַיַּעַשׂ הַטּוֺב וְהַיָּשָׁר וְהָאֱמֶת לִפְנֵי יְהוָה אֱלֹהָיו,LBH
2 Chr 31:21,וּבְכָל־מַעֲשֶׂה אֲשֶׁר־הֵחֵל בַּעֲבוֺדַת בֵּית־הָאֱלֹהִים וּבַתּוֺרָה וּבַמִּצְוָה לִדְרֹשׁ לֵאלֹהָיו בְּכָל־לְבָבוֺ עָשָׂה וְהִצְלִיחַ,LBH
2 Chr 33:10,וַיְדַבֵּר יְהוָה אֶל־מְנַשֶּׁה וְאֶל־עַמּוֺ וְלֹא הִקְשִׁיבוּ,LBH
2 Chr 33:11,וַיָּבֵא יְהוָה עֲלֵיהֶם אֶת־שָׂרֵי הַצָּבָא אֲשֶׁר לְמֶלֶךְ אַשּׁוּר וַיִּלְכְּדוּ אֶת־מְנַשֶּׁה בַּחֹחִים וַיַּאַסְרֻהוּ בַּנְחֻשְׁתַּיִם וַיּוֺלִיכֻהוּ בָּבֶלָה,LBH
2 Chr 33:12,וּכְהָצֵר לוֺ חִלָּה אֶת־פְּנֵי יְהוָה אֱלֹהָיו וַיִּכָּנַע מְאֹד מִלִּפְנֵי אֱלֹהֵי אֲבֹתָיו,LBH
2 Chr 33:13,וַיִּתְפַּלֵּל אֵלָיו וַיֵּעָתֶר לוֺ וַיִּשְׁמַע תְּחִנָּתוֺ וַיְשִׁיבֵהוּ יְרוּשָׁלִַם לְמַלְכוּתוֺ וַיֵּדַע מְנַשֶּׁה כִּי יְהוָה הוּא הָאֱלֹהִים,LBH
2 Chr 33:14,וְאַחֲרֵי־כֵן בָּנָה חוֺמָה חִיצוֺנָה לְעִיר־דָּוִיד מַעְרָבָה לְגִיחוֺן בַּנַּחַל וְלָבוֺא בְשַׁעַר הַדָּגִים וְסָבַב לָעֹפֶל וַיַּגְבִּיהֶהָ מְאֹד וַיָּשֶׂם שָׂרֵי־חַיִל בְּכָל־הֶעָרִים הַבְּצֻרוֺת בִּיהוּדָה,LBH
2 Chr 33:15,וַיָּסַר אֶת־אֱלֹהֵי הַנֵּכָר וְאֶת־הַסֶּמֶל מִבֵּית יְהוָה וְכָל־הַמִּזְבְּחוֺת אֲשֶׁר בָּנָה בְּהַר בֵּית־יְהוָה וּבִירוּשָׁלִָם וַיַּשְׁלֵךְ חוּצָה לָעִיר,LBH
2 Chr 33:16,וַיִּבֶן אֶת־מִזְבַּח יְהוָה וַיִּזְבַּח עָלָיו זִבְחֵי שְׁלָמִים וְתוֺדָה וַיֹּאמֶר לִיהוּדָה לַעֲבוֺד אֶת־יְהוָה אֱלֹהֵי יִשְׂרָאֵל,LBH
2 Chr 33:17,אֲבָל עוֺד הָעָם זֹבְחִים בַּבָּמוֺת רַק לַיהוָה אֱלֹהֵיהֶם,LBH
2 Chr 33:18,וְיֶתֶר דִּבְרֵי מְנַשֶּׁה וּתְפִלָּתוֺ אֶל־אֱלֹהָיו וְדִבְרֵי הַחֹזִים הַמְדַבְּרִים אֵלָיו בְּשֵׁם יְהוָה אֱלֹהֵי יִשְׂרָאֵל הִנָּם עַל־דִּבְרֵי מַלְכֵי יִשְׂרָאֵל,LBH
2 Chr 33:19,וּתְפִלָּתוֺ וְהֵעָתֶר־לוֺ וְכָל־חַטָּאתוֺ וּמַעְלוֺ וְהַמְּקֹמוֺת אֲשֶׁר בָּנָה בָהֶם בָּמוֺת וְהֶעֱמִיד הָאֲשֵׁרִים וְהַפְּסִלִים לִפְנֵי הִכָּנְעוֺ הִנָּם כְּתוּבִים עַל דִּבְרֵי חוֺזָי,LBH
2 Chr 33:20,וַיִּשְׁכַּב מְנַשֶּׁה עִם־אֲבֹתָיו וַיִּקְבְּרֻהוּ בֵּיתוֺ וַיִּמְלֹךְ אָמוֺן בְּנוֺ תַּחְתָּיו,LBH
2 Chr 34:3,וּבִשְׁמוֺנֶה שָׁנִים לְמָלְכוֺ וְהוּא עוֺדֶנּוּ נַעַר הֵחֵל לִדְרוֺשׁ לֵאלֹהֵי דָּוִיד אָבִיו וּבִשְׁתֵּים עֶשְׂרֵה שָׁנָה הֵחֵל לְטַהֵר אֶת־יְהוּדָה וִירוּשָׁלִַם מִן־הַבָּמוֺת וְהָאֲשֵׁרִים וְהַפְּסִלִים וְהַמַּסֵּכוֺת,LBH
2 Chr 34:4,וַיְנַתְּצוּ לְפָנָיו אֵת מִזְבְּחוֺת הַבְּעָלִים וְהַחַמָּנִים אֲשֶׁר־לְמַעְלָה מֵעֲלֵיהֶם גִּדֵּעַ וְהָאֲשֵׁרִים וְהַפְּסִלִים וְהַמַּסֵּכוֺת שִׁבַּר וְהֵדַק וַיִּזְרֹק עַל־פְּנֵי הַקְּבָרִים הַזֹּבְחִים לָהֶם,LBH
2 Chr 34:5,וְעַצְמוֺת כֹּהֲנִים שָׂרַף עַל־מִזְבְּחוֺתָם וַיְטַהֵר אֶת־יְהוּדָה וְאֶת־יְרוּשָׁלִָם,LBH
2 Chr 34:6,וּבְעָרֵי מְנַשֶּׁה וְאֶפְרַיִם וְשִׁמְעוֺן וְעַד־נַפְתָּלִי בְּחַרְבֹתֵיהֶם סָבִיב,LBH
2 Chr 34:7,וַיְנַתֵּץ אֶת־הַמִּזְבְּחוֺת וְאֶת־הָאֲשֵׁרִים וְהַפְּסִלִים כִּתַּת לְהֵדַק וְכָל־הַחַמָּנִים גִּדַּע בְּכָל־אֶרֶץ יִשְׂרָאֵל וַיָּשָׁב לִירוּשָׁלִָם,LBH
2 Chr 36:22,וּבִשְׁנַת אַחַת לְכוֺרֶשׁ מֶלֶךְ פָּרַס לִכְלוֺת דְּבַר־יְהוָה בְּפִי יִרְמְיָהוּ הֵעִיר יְהוָה אֶת־רוּחַ כּוֺרֶשׁ מֶלֶךְ־פָּרַס וַיַּעֲבֶר־קוֺל בְּכָל־מַלְכוּתוֺ וְגַם־בְּמִכְתָּב לֵאמֹר,LBH
2 Chr 36:23,כֹּה־אָמַר כּוֺרֶשׁ מֶלֶךְ פָּרַס כָּל־מַמְלְכוֺת הָאָרֶץ נָתַן לִי יְהוָה אֱלֹהֵי הַשָּׁמַיִם וְהוּא־פָקַד עָלַי לִבְנוֺת־לוֺ בַיִת בִּירוּשָׁלִַם אֲשֶׁר בִּיהוּדָה מִי־בָכֶם מִכָּל־עַמּוֺ יְהוָה אֱלֹהָיו עִמּוֺ וְיָעַל,LBH
Eccl 1:1,דִּבְרֵי קֹהֶלֶת בֶּן־דָּוִד מֶלֶךְ בִּירוּשָׁלִָם,LBH
Eccl 1:2,הֲבֵל הֲבָלִים אָמַר קֹהֶלֶת הֲבֵל הֲבָלִים הַכֹּל הָבֶל,LBH
Eccl 1:3,מַה־יִּתְרוֺן לָאָדָם בְּכָל־עֲמָלוֺ שֶׁיַּעֲמֹל תַּחַת הַשָּׁמֶשׁ,LBH
Eccl 1:4,דּוֺר הֹלֵךְ וְדוֺר בָּא וְהָאָרֶץ לְעוֺלָם עֹמָדֶת,LBH
Eccl 1:5,וְזָרַח הַשֶּׁמֶשׁ וּבָא הַשָּׁמֶשׁ וְאֶל־מְקוֺמוֺ שׁוֺאֵף זוֺרֵחַ הוּא שָׁם,LBH
Eccl 1:6,הוֺלֵךְ אֶל־דָּרוֺם וְסוֺבֵב אֶל־צָפוֺן סוֺבֵב סֹבֵב הוֺלֵךְ הָרוּחַ וְעַל־סְבִיבֹתָיו שָׁב הָרוּחַ,LBH
Eccl 1:7,כָּל־הַנְּחָלִים הֹלְכִים אֶל־הַיָּם וְהַיָּם אֵינֶנּוּ מָלֵא אֶל־מְקוֺם שֶׁהַנְּחָלִים הֹלְכִים שָׁם הֵם שָׁבִים לָלָכֶת,LBH
Eccl 1:8,כָּל־הַדְּבָרִים יְגֵעִים לֹא־יוּכַל אִישׁ לְדַבֵּר לֹא־תִשְׂבַּע עַיִן לִרְאוֺת וְלֹא־תִמָּלֵא אֹזֶן מִשְּׁמֹעַ,LBH
Eccl 1:9,מַה־שֶּׁהָיָה הוּא שֶׁיִּהְיֶה וּמַה־שֶּׁנַּעֲשָׂה הוּא שֶׁיֵּעָשֶׂה וְאֵין כָּל־חָדָשׁ תַּחַת הַשָּׁמֶשׁ,LBH
Eccl 1:10,יֵשׁ דָּבָר שֶׁיֹּאמַר רְאֵה־זֶה חָדָשׁ הוּא כְּבָר הָיָה לְעֹלָמִים אֲשֶׁר הָיָה מִלְּפָנֵנוּ,LBH
Eccl 1:11,אֵין זִכְרוֺן לָרִאשֹׁנִים וְגַם לָאַחֲרֹנִים שֶׁיִּהְיוּ לֹא־יִהְיֶה לָהֶם זִכָּרוֺן עִם שֶׁיִּהְיוּ לָאַחֲרֹנָה,LBH
Eccl 1:12,אֲנִי קֹהֶלֶת הָיִיתִי מֶלֶךְ עַל־יִשְׂרָאֵל בִּירוּשָׁלִָם,LBH
Eccl 1:13,וְנָתַתִּי אֶת־לִבִּי לִדְרוֺשׁ וְלָתוּר בַּחָכְמָה עַל כָּל־אֲשֶׁר נַעֲשָׂה תַּחַת הַשָּׁמָיִם הוּא עִנְיַן רָע נָתַן אֱלֹהִים לִבְנֵי הָאָדָם לַעֲנוֺת בּוֺ,LBH
Eccl 1:14,רָאִיתִי אֶת־כָּל־הַמַּעֲשִׂים שֶׁנַּעֲשׂוּ תַּחַת הַשָּׁמֶשׁ וְהִנֵּה הַכֹּל הֶבֶל וּרְעוּת רוּחַ,LBH
Eccl 1:15,מְעֻוָּת לֹא־יוּכַל לִתְקֹן וְחֶסְרוֺן לֹא־יוּכַל לְהִמָּנוֺת,LBH
Eccl 1:16,דִּבַּרְתִּי אֲנִי עִם־לִבִּי לֵאמֹר אֲנִי הִנֵּה הִגְדַּלְתִּי וְהוֺסַפְתִּי חָכְמָה עַל כָּל־אֲשֶׁר־הָיָה לְפָנַי עַל־יְרוּשָׁלִָם וְלִבִּי רָאָה הַרְבֵּה חָכְמָה וָדָעַת,LBH
Eccl 1:17,וָאֶתְּנָה לִבִּי לָדַעַת חָכְמָה וְדַעַת הוֺלֵלוֺת וְשִׂכְלוּת יָדַעְתִּי שֶׁגַּם־זֶה הוּא רַעְיוֺן רוּחַ,LBH
Eccl 1:18,כִּי בְּרֹב חָכְמָה רָב־כָּעַס וְיוֺסִיף דַּעַת יוֺסִיף מַכְאוֺב,LBH
Eccl 2:1,אָמַרְתִּי אֲנִי בְּלִבִּי לְכָה־נָּא אֲנַסְּכָה בְשִׂמְחָה וּרְאֵה בְטוֺב וְהִנֵּה גַם־הוּא הָבֶל,LBH
Eccl 2:2,לִשְׂחוֺק אָמַרְתִּי מְהוֺלָל וּלְשִׂמְחָה מַה־זֹּה עֹשָׂה,LBH
Eccl 2:3,תַּרְתִּי בְלִבִּי לִמְשׁוֺךְ בַּיַּיִן אֶת־בְּשָׂרִי וְלִבִּי נֹהֵג בַּחָכְמָה וְלֶאֱחֹז בְּסִכְלוּת עַד אֲשֶׁר־אֶרְאֶה אֵי־זֶה טוֺב לִבְנֵי הָאָדָם אֲשֶׁר יַעֲשׂוּ תַּחַת הַשָּׁמַיִם מִסְפַּר יְמֵי חַיֵּיהֶם,LBH
Eccl 2:4,הִגְדַּלְתִּי מַעֲשָׂי בָּנִיתִי לִי בָּתִּים נָטַעְתִּי לִי כְּרָמִים,LBH
Eccl 2:5,עָשִׂיתִי לִי גַּנּוֺת וּפַרְדֵּסִים וְנָטַעְתִּי בָהֶם עֵץ כָּל־פֶּרִי,LBH
